avg_dep,airport,num_obs,datetime,avg_weather
11.571428571428573,CMI,7.0,2018-11-20,Snow Light
-6.857142857142858,CMI,7.0,2018-11-21,Clear
-8.75,CMI,4.0,2018-11-22,Fog Moderate
-4.8,CMI,5.0,2018-11-23,Rain Light
-9.75,CMI,4.0,2018-11-24,Rain Light
1.6666666666666667,CMI,6.0,2018-11-25,Rain Light
137.5,CMI,4.0,2018-11-26,Snow Light
23.16666666666667,CMI,6.0,2018-11-27,Snow Light
40.57142857142857,CMI,7.0,2018-11-28,Clear
-8.0,CMI,7.0,2018-11-29,Clear
-6.142857142857142,CMI,7.0,2018-11-30,Fog Moderate
83.5,CMI,4.0,2018-12-01,Rain Moderate
4.0,CMI,7.0,2018-12-02,Rain Light
1.1666666666666667,CMI,6.0,2018-12-03,Rain Light
2.2857142857142856,CMI,7.0,2018-12-04,Clear
51.714285714285715,CMI,7.0,2018-12-05,Snow Light
30.714285714285715,CMI,7.0,2018-12-06,Snow Light
-7.7142857142857135,CMI,7.0,2018-12-07,Fog Severe
-3.75,CMI,4.0,2018-12-08,Clear
24.16666666666667,CMI,6.0,2018-12-09,Clear
115.6,CMI,5.0,2018-12-10,Fog Severe
3.5,CMI,6.0,2018-12-11,Clear
-6.571428571428571,CMI,7.0,2018-12-12,Clear
1.7142857142857142,CMI,7.0,2018-12-13,Rain Light
49.42857142857143,CMI,7.0,2018-12-14,Fog Severe
-4.5,CMI,4.0,2018-12-15,Clear
-3.0,CMI,7.0,2018-12-16,Clear
-9.714285714285714,CMI,7.0,2018-12-17,Clear
2.142857142857143,CMI,7.0,2018-12-18,Fog Severe
27.66666666666667,CMI,6.0,2018-12-19,Clear
-4.714285714285714,CMI,7.0,2018-12-20,Rain Light
6.428571428571429,CMI,7.0,2018-12-21,Rain Light
12.666666666666664,CMI,6.0,2018-12-22,Clear
-0.6666666666666666,CMI,6.0,2018-12-23,Clear
-1.4,CMI,5.0,2018-12-24,Clear
-9.25,CMI,4.0,2018-12-25,Clear
6.142857142857142,CMI,7.0,2018-12-26,Clear
35.714285714285715,CMI,7.0,2018-12-27,Rain Light
14.666666666666664,CMI,6.0,2018-12-28,Rain Light
18.33333333333333,CMI,6.0,2018-12-29,Clear
5.5,CMI,6.0,2018-12-30,Clear
69.6,CMI,5.0,2018-12-31,Rain Light
12.6,CMI,5.0,2019-01-01,Snow Light
14.142857142857142,CMI,7.0,2019-01-02,Snow Light
15.285714285714285,CMI,7.0,2019-01-03,Clear
6.2857142857142865,CMI,7.0,2019-01-04,Clear
-3.0,CMI,6.0,2019-01-05,Clear
-2.5,CMI,8.0,2019-01-06,Clear
8.142857142857142,CMI,7.0,2019-01-07,Rain Light
-1.1666666666666667,CMI,6.0,2019-01-08,Fog Severe
-4.857142857142857,CMI,7.0,2019-01-09,Clear
-8.142857142857142,CMI,7.0,2019-01-10,Clear
-9.0,CMI,7.0,2019-01-11,Clear
261.5,CMI,2.0,2019-01-12,Snow Light
38.57142857142857,CMI,7.0,2019-01-13,Snow Light
4.666666666666667,CMI,6.0,2019-01-14,Fog Severe
152.6,CMI,5.0,2019-01-15,Clear
-4.714285714285714,CMI,7.0,2019-01-16,Clear
7.428571428571429,CMI,7.0,2019-01-17,Fog Severe
3.0,CMI,7.0,2019-01-18,Fog Moderate
6.5,CMI,2.0,2019-01-19,Snow Light
58.714285714285715,CMI,7.0,2019-01-20,Snow Light
7.0,CMI,6.0,2019-01-21,Clear
26.6,CMI,5.0,2019-01-22,Rain Light
44.5,CMI,6.0,2019-01-23,Rain Light
69.42857142857143,CMI,7.0,2019-01-24,Clear
20.142857142857142,CMI,7.0,2019-01-25,Snow Light
107.2,CMI,5.0,2019-01-26,Snow Light
9.333333333333334,CMI,6.0,2019-01-27,Snow Light
19.4,CMI,5.0,2019-01-28,Snow Light
16.666666666666668,CMI,6.0,2019-01-29,Snow Light
2.0,CMI,3.0,2019-01-30,Snow Light
-0.75,CMI,4.0,2019-01-31,Snow Light
4.571428571428571,CMI,7.0,2019-02-01,Snow Light
-5.333333333333333,CMI,3.0,2019-02-02,Fog Severe
36.4,CMI,5.0,2019-02-03,Clear
-5.857142857142858,CMI,7.0,2019-02-04,Rain Light
-7.4,CMI,5.0,2019-02-05,Clear
64.71428571428571,CMI,7.0,2019-02-06,Fog Severe
28.0,CMI,6.0,2019-02-07,Rain Light
245.85714285714286,CMI,7.0,2019-02-08,Snow Light
29.6,CMI,5.0,2019-02-09,Clear
34.42857142857143,CMI,7.0,2019-02-10,Snow Light
45.0,CMI,6.0,2019-02-11,Rain Light
27.0,CMI,6.0,2019-02-12,Snow Light
7.7142857142857135,CMI,7.0,2019-02-13,Snow Light
2.8571428571428568,CMI,7.0,2019-02-14,Clear
53.714285714285715,CMI,7.0,2019-02-15,Clear
-3.0,CMI,5.0,2019-02-16,Clear
105.2,CMI,5.0,2019-02-17,Snow Light
17.142857142857142,CMI,7.0,2019-02-18,Snow Light
79.14285714285714,CMI,7.0,2019-02-19,Clear
22.0,CMI,5.0,2019-02-20,Rain Light
-2.8571428571428568,CMI,7.0,2019-02-21,Clear
8.142857142857142,CMI,7.0,2019-02-22,Fog Moderate
11.2,CMI,5.0,2019-02-23,Rain Light
19.571428571428573,CMI,7.0,2019-02-25,Clear
6.571428571428571,CMI,7.0,2019-02-26,Clear
0.6666666666666666,CMI,6.0,2019-02-27,Fog Moderate
105.57142857142857,CMI,7.0,2019-02-28,Clear
-2.2857142857142856,CMI,7.0,2019-03-01,Clear
4.4,CMI,5.0,2019-03-02,Fog Moderate
0.2857142857142857,CMI,7.0,2019-03-03,Snow Light
18.0,CMI,7.0,2019-03-04,Snow Light
-2.571428571428572,CMI,7.0,2019-03-05,Snow Light
-4.857142857142857,CMI,7.0,2019-03-06,Clear
-10.0,CMI,7.0,2019-03-07,Snow Light
1.1428571428571428,CMI,7.0,2019-03-08,Snow Light
47.5,CMI,4.0,2019-03-09,Rain Light
2.2857142857142856,CMI,7.0,2019-03-10,Rain Light
-8.0,CMI,7.0,2019-03-11,Clear
1.0,CMI,7.0,2019-03-12,Clear
22.285714285714285,CMI,7.0,2019-03-13,Rain Light
22.857142857142854,CMI,7.0,2019-03-14,Rain Light
9.571428571428571,CMI,7.0,2019-03-15,Rain Light
-8.4,CMI,5.0,2019-03-16,Clear
-1.8571428571428568,CMI,7.0,2019-03-17,Snow Light
-7.428571428571429,CMI,7.0,2019-03-18,Clear
-8.285714285714286,CMI,7.0,2019-03-19,Clear
-4.0,CMI,7.0,2019-03-20,Rain Light
7.428571428571429,CMI,7.0,2019-03-21,Rain Light
-2.8571428571428568,CMI,7.0,2019-03-22,Clear
-1.8,CMI,5.0,2019-03-23,Cold Severe
-9.0,CMI,7.0,2019-03-24,Rain Light
-2.2857142857142856,CMI,7.0,2019-03-25,Rain Light
4.571428571428571,CMI,7.0,2019-03-26,Clear
-8.714285714285714,CMI,7.0,2019-03-27,Clear
-2.7142857142857144,CMI,7.0,2019-03-28,Rain Moderate
7.571428571428571,CMI,7.0,2019-03-29,Rain Light
-1.0,CMI,5.0,2019-03-30,Rain Light
-2.142857142857143,CMI,7.0,2019-03-31,Clear
-4.142857142857143,CMI,7.0,2019-04-01,Clear
-8.375,CMI,8.0,2019-04-02,Clear
-2.6666666666666665,CMI,6.0,2019-04-03,Clear
-7.75,CMI,8.0,2019-04-04,Rain Light
-1.375,CMI,8.0,2019-04-05,Fog Severe
39.0,CMI,6.0,2019-04-06,Fog Severe
-0.375,CMI,8.0,2019-04-07,Rain Light
-6.125,CMI,8.0,2019-04-08,Rain Moderate
1.1428571428571428,CMI,7.0,2019-04-09,Clear
-4.333333333333333,CMI,6.0,2019-04-10,Rain Light
-3.5,CMI,8.0,2019-04-11,Clear
28.375,CMI,8.0,2019-04-12,Rain Moderate
-3.2,CMI,5.0,2019-04-13,Clear
14.4,CMI,5.0,2019-04-14,Rain Light
4.285714285714286,CMI,7.0,2019-04-15,Clear
3.2857142857142856,CMI,7.0,2019-04-16,Clear
-2.6666666666666665,CMI,6.0,2019-04-17,Clear
0.0,CMI,8.0,2019-04-18,Rain Light
-7.375,CMI,8.0,2019-04-19,Rain Light
-7.5,CMI,6.0,2019-04-20,Clear
-4.142857142857143,CMI,7.0,2019-04-21,Clear
10.5,CMI,8.0,2019-04-22,Clear
0.5714285714285714,CMI,7.0,2019-04-23,Clear
7.666666666666668,CMI,6.0,2019-04-24,Rain Light
-6.375,CMI,8.0,2019-04-25,Rain Light
-7.375,CMI,8.0,2019-04-26,Rain Light
-4.75,CMI,4.0,2019-04-27,Rain Light
-5.125,CMI,8.0,2019-04-28,Rain Light
77.5,CMI,8.0,2019-04-29,Rain Light
22.714285714285715,CMI,7.0,2019-04-30,Rain Light
61.0,CMI,6.0,2019-05-01,Rain Light
53.85714285714285,CMI,7.0,2019-05-02,Rain Light
4.666666666666667,CMI,9.0,2019-05-03,Fog Severe
32.285714285714285,CMI,7.0,2019-05-04,Rain Light
6.888888888888888,CMI,9.0,2019-05-05,Clear
6.666666666666668,CMI,9.0,2019-05-06,Clear
-8.444444444444445,CMI,9.0,2019-05-07,Clear
25.555555555555557,CMI,9.0,2019-05-08,Clear
-3.888888888888889,CMI,9.0,2019-05-09,Rain Light
1.7777777777777777,CMI,9.0,2019-05-10,Clear
17.571428571428573,CMI,7.0,2019-05-11,Rain Light
-1.1111111111111112,CMI,9.0,2019-05-12,Fog Severe
-1.4444444444444444,CMI,9.0,2019-05-13,Clear
4.777777777777779,CMI,9.0,2019-05-14,Clear
1.0,CMI,9.0,2019-05-15,Rain Light
6.222222222222222,CMI,9.0,2019-05-16,Fog Severe
-6.4444444444444455,CMI,9.0,2019-05-17,Clear
8.166666666666666,CMI,6.0,2019-05-18,Clear
36.888888888888886,CMI,9.0,2019-05-19,Precipitation UNK
4.0,CMI,9.0,2019-05-20,Clear
7.666666666666668,CMI,9.0,2019-05-21,Rain Light
16.77777777777778,CMI,9.0,2019-05-22,Rain Moderate
0.6666666666666666,CMI,9.0,2019-05-23,Rain Light
11.222222222222221,CMI,9.0,2019-05-24,Clear
-5.571428571428571,CMI,7.0,2019-05-25,Clear
0.4444444444444444,CMI,9.0,2019-05-26,Rain Light
16.875,CMI,8.0,2019-05-27,Fog Severe
5.625,CMI,8.0,2019-05-28,Rain Light
8.625,CMI,8.0,2019-05-29,Rain Moderate
3.0,CMI,9.0,2019-05-30,Rain Light
28.444444444444446,CMI,9.0,2019-05-31,Clear
-3.2857142857142856,CMI,7.0,2019-06-01,Clear
-8.11111111111111,CMI,9.0,2019-06-02,Clear
-4.4444444444444455,CMI,9.0,2019-06-03,Clear
-4.4444444444444455,CMI,9.0,2019-06-04,Clear
22.11111111111111,CMI,9.0,2019-06-05,Clear
8.125,CMI,8.0,2019-06-06,Clear
-6.5555555555555545,CMI,9.0,2019-06-07,Clear
-8.857142857142858,CMI,7.0,2019-06-08,Rain Light
4.5555555555555545,CMI,9.0,2019-06-09,Clear
27.444444444444446,CMI,9.0,2019-06-10,Clear
3.333333333333333,CMI,9.0,2019-06-11,Clear
31.625,CMI,8.0,2019-06-12,Rain Light
10.666666666666666,CMI,9.0,2019-06-13,Rain Light
-7.0,CMI,9.0,2019-06-14,Rain Light
12.166666666666664,CMI,6.0,2019-06-15,Rain Light
20.33333333333333,CMI,9.0,2019-06-16,Rain Moderate
4.5555555555555545,CMI,9.0,2019-06-17,Fog Moderate
14.666666666666664,CMI,9.0,2019-06-18,Fog Moderate
32.333333333333336,CMI,9.0,2019-06-19,Rain Light
7.0,CMI,9.0,2019-06-20,Rain Light
1.125,CMI,8.0,2019-06-21,Rain Light
21.0,CMI,7.0,2019-06-22,Rain Light
2.5,CMI,8.0,2019-06-23,Clear
16.25,CMI,8.0,2019-06-24,Rain Light
-3.25,CMI,8.0,2019-06-25,Clear
4.222222222222221,CMI,9.0,2019-06-26,Rain Light
-2.125,CMI,8.0,2019-06-27,Clear
28.625,CMI,8.0,2019-06-28,Clear
20.0,CMI,7.0,2019-06-29,Clear
-4.285714285714286,CMI,7.0,2019-06-30,Rain Light
0.815384615384616,COS,18.0,2018-01-01,Clear
1.4333333333333333,COS,20.0,2018-01-02,Clear
12.31875,COS,21.0,2018-01-03,Clear
26.9625,COS,21.0,2018-01-04,Clear
13.35,COS,21.0,2018-01-05,Clear
9.135714285714286,COS,19.0,2018-01-06,Clear
16.75625,COS,21.0,2018-01-07,Clear
5.41875,COS,21.0,2018-01-08,Clear
25.21875,COS,21.0,2018-01-09,Clear
4.992647058823529,COS,21.0,2018-01-10,Rain Light
7.688888888888891,COS,23.0,2018-01-11,Rain Light
7.155555555555555,COS,23.0,2018-01-12,Clear
156.08125,COS,21.0,2018-01-13,Clear
34.38125,COS,21.0,2018-01-14,Clear
45.31111111111112,COS,23.0,2018-01-15,Snow Light
4.2666666666666675,COS,20.0,2018-01-16,Snow Light
16.08235294117647,COS,22.0,2018-01-17,Clear
2.4944444444444445,COS,23.0,2018-01-18,Clear
-2.2888888888888888,COS,23.0,2018-01-19,Clear
-6.7375,COS,21.0,2018-01-20,Clear
2.568421052631579,COS,24.0,2018-01-21,Snow Light
-0.4166666666666667,COS,23.0,2018-01-22,Snow Light
20.7,COS,21.0,2018-01-23,Clear
3.9411764705882355,COS,22.0,2018-01-24,Clear
13.2,COS,23.0,2018-01-25,Clear
51.205555555555556,COS,23.0,2018-01-26,Snow Light
-6.525,COS,21.0,2018-01-27,Clear
-1.5277777777777772,COS,23.0,2018-01-28,Clear
-0.7666666666666665,COS,23.0,2018-01-29,Clear
-9.45,COS,21.0,2018-01-30,Clear
13.811764705882352,COS,22.0,2018-01-31,Clear
1.411111111111111,COS,23.0,2018-02-01,Clear
17.883333333333336,COS,23.0,2018-02-02,Clear
-3.88125,COS,21.0,2018-02-03,Clear
28.698529411764703,COS,21.0,2018-02-04,Fog Severe
4.9264705882352935,COS,23.0,2018-02-05,Clear
13.94375,COS,21.0,2018-02-06,Snow Light
14.36470588235294,COS,22.0,2018-02-07,Clear
7.688235294117646,COS,22.0,2018-02-08,Clear
32.77857142857143,COS,19.0,2018-02-09,Clear
53.83333333333333,COS,16.0,2018-02-10,Snow Light
33.12352941176469,COS,22.0,2018-02-11,Fog Severe
-2.2444444444444445,COS,23.0,2018-02-12,Clear
37.8,COS,21.0,2018-02-13,Clear
6.961111111111111,COS,23.0,2018-02-14,Storm Severe
5.407692307692307,COS,18.0,2018-02-15,Clear
33.65,COS,19.0,2018-02-16,Snow Light
-4.557142857142857,COS,19.0,2018-02-17,Storm Severe
1.0071428571428571,COS,19.0,2018-02-18,Clear
21.23333333333333,COS,20.0,2018-02-19,Snow Light
15.333333333333334,COS,20.0,2018-02-20,Snow Light
4.266666666666666,COS,20.0,2018-02-21,Snow Light
2.591666666666667,COS,19.0,2018-02-22,Snow Light
11.6,COS,21.0,2018-02-23,Clear
4.076923076923076,COS,18.0,2018-02-24,Snow Light
69.93333333333334,COS,20.0,2018-02-25,Clear
57.833333333333336,COS,20.0,2018-02-26,Clear
4.666666666666666,COS,20.0,2018-02-27,Clear
-0.16666666666666607,COS,20.0,2018-02-28,Clear
-5.466666666666667,COS,20.0,2018-03-01,Clear
15.166666666666666,COS,20.0,2018-03-02,Clear
-9.542857142857144,COS,19.0,2018-03-03,Clear
-1.666666666666667,COS,20.0,2018-03-04,Storm Severe
7.0,COS,20.0,2018-03-05,Clear
-6.566666666666666,COS,20.0,2018-03-06,Clear
3.5062499999999996,COS,21.0,2018-03-07,Clear
-3.935294117647059,COS,22.0,2018-03-08,Clear
1.5666666666666669,COS,20.0,2018-03-09,Clear
1.8999999999999995,COS,20.0,2018-03-10,Clear
3.7642857142857142,COS,19.0,2018-03-11,Clear
-3.833333333333334,COS,20.0,2018-03-12,Clear
-7.864285714285715,COS,19.0,2018-03-13,Clear
-4.1,COS,21.0,2018-03-14,Clear
34.73333333333333,COS,20.0,2018-03-15,Clear
-4.0,COS,20.0,2018-03-16,Rain Light
-5.207142857142857,COS,19.0,2018-03-17,Clear
-3.0357142857142856,COS,19.0,2018-03-18,Clear
12.733333333333333,COS,20.0,2018-03-19,Snow Light
-4.0,COS,19.0,2018-03-20,Clear
5.3999999999999995,COS,20.0,2018-03-21,Clear
18.242857142857144,COS,19.0,2018-03-22,Clear
10.4,COS,21.0,2018-03-23,Storm Severe
-4.671428571428571,COS,19.0,2018-03-24,Clear
-3.185714285714286,COS,19.0,2018-03-25,Clear
-5.133333333333333,COS,20.0,2018-03-26,Fog Severe
1.4285714285714284,COS,19.0,2018-03-27,Snow Light
7.0357142857142865,COS,19.0,2018-03-28,Rain Light
27.866666666666667,COS,20.0,2018-03-29,Snow Moderate
9.407142857142858,COS,19.0,2018-03-30,Clear
3.071428571428571,COS,19.0,2018-03-31,Clear
26.628571428571426,COS,19.0,2018-04-01,Snow Light
9.17142857142857,COS,19.0,2018-04-02,Clear
15.876923076923077,COS,18.0,2018-04-03,Clear
-5.2,COS,18.0,2018-04-04,Clear
-5.438461538461539,COS,18.0,2018-04-05,Clear
-6.548076923076923,COS,17.0,2018-04-06,Rain Light
58.61538461538461,COS,17.0,2018-04-07,Rain Light
1.58974358974359,COS,19.0,2018-04-08,Rain Light
-2.895604395604396,COS,20.0,2018-04-09,Rain Light
-3.0897435897435894,COS,19.0,2018-04-10,Rain Light
5.758241758241758,COS,20.0,2018-04-11,Clear
-2.108974358974359,COS,19.0,2018-04-12,Storm Severe
21.21153846153846,COS,19.0,2018-04-13,Storm Severe
25.817307692307693,COS,21.0,2018-04-14,Snow Light
7.607692307692309,COS,18.0,2018-04-15,Clear
7.153846153846153,COS,19.0,2018-04-16,Clear
26.91758241758242,COS,20.0,2018-04-18,Clear
-2.9679487179487176,COS,19.0,2018-04-19,Clear
2.929487179487178,COS,19.0,2018-04-20,Rain Light
6.2857142857142865,COS,20.0,2018-04-21,Snow Light
0.7948717948717949,COS,19.0,2018-04-22,Fog Severe
4.30952380952381,COS,20.0,2018-04-23,Rain Light
4.5357142857142865,COS,21.0,2018-04-24,Snow Light
22.285714285714285,COS,21.0,2018-04-25,Clear
53.9404761904762,COS,20.0,2018-04-26,Clear
-4.059523809523809,COS,20.0,2018-04-27,Clear
3.2875,COS,23.0,2018-04-28,Clear
-1.833333333333334,COS,20.0,2018-04-29,Clear
-5.428571428571429,COS,20.0,2018-04-30,Clear
-2.4642857142857144,COS,21.0,2018-05-01,Clear
45.82142857142857,COS,21.0,2018-05-02,Rain Light
6.107142857142858,COS,20.0,2018-05-03,Rain Light
6.366666666666667,COS,21.0,2018-05-04,Clear
20.575,COS,23.0,2018-05-05,Clear
-3.5666666666666664,COS,21.0,2018-05-06,Clear
17.466666666666665,COS,21.0,2018-05-07,Clear
1.9000000000000004,COS,22.0,2018-05-08,Clear
17.952380952380956,COS,22.0,2018-05-09,Clear
-0.2833333333333332,COS,21.0,2018-05-10,Clear
4.516666666666667,COS,21.0,2018-05-11,Clear
4.125,COS,23.0,2018-05-12,Clear
-0.4,COS,21.0,2018-05-13,Clear
55.03333333333333,COS,19.0,2018-05-14,Rain Light
50.0,COS,21.0,2018-05-15,Rain Light
44.52380952380952,COS,22.0,2018-05-16,Rain Light
20.783333333333328,COS,21.0,2018-05-17,Clear
3.2249999999999996,COS,19.0,2018-05-18,Rain Light
3.441666666666667,COS,23.0,2018-05-19,Rain Light
5.716666666666667,COS,21.0,2018-05-20,Rain Light
19.033333333333335,COS,21.0,2018-05-21,Clear
2.6476190476190475,COS,22.0,2018-05-22,Clear
-1.304761904761905,COS,22.0,2018-05-23,Clear
69.53333333333335,COS,20.0,2018-05-24,Clear
53.18333333333333,COS,21.0,2018-05-25,Clear
11.053571428571429,COS,22.0,2018-05-26,Clear
-2.7142857142857144,COS,20.0,2018-05-27,Clear
1.3125,COS,22.0,2018-05-28,Rain Light
15.161904761904761,COS,22.0,2018-05-29,Clear
41.92857142857143,COS,22.0,2018-05-30,Rain Light
19.066666666666666,COS,21.0,2018-05-31,Rain Light
87.78571428571429,COS,20.0,2018-06-01,Clear
33.325,COS,23.0,2018-06-02,Clear
-1.5952380952380956,COS,20.0,2018-06-03,Clear
10.845238095238093,COS,20.0,2018-06-04,Clear
19.392857142857142,COS,21.0,2018-06-05,Clear
22.03571428571429,COS,21.0,2018-06-06,Storm Severe
13.85,COS,23.0,2018-06-07,Rain Light
16.161764705882355,COS,23.0,2018-06-08,Clear
53.0625,COS,22.0,2018-06-09,Clear
23.361111111111107,COS,24.0,2018-06-10,Fog Moderate
10.333333333333334,COS,24.0,2018-06-11,Clear
9.991596638655462,COS,24.0,2018-06-12,Clear
39.15966386554622,COS,24.0,2018-06-13,Rain Light
2.666666666666667,COS,24.0,2018-06-14,Rain Light
40.30555555555556,COS,24.0,2018-06-15,Rain Light
11.919642857142858,COS,22.0,2018-06-16,Rain Light
1.6944444444444446,COS,24.0,2018-06-17,Clear
3.9950980392156863,COS,23.0,2018-06-18,Rain Light
26.86507936507936,COS,25.0,2018-06-19,Clear
34.35317460317461,COS,25.0,2018-06-20,Rain Light
8.644444444444446,COS,23.0,2018-06-21,Clear
46.97222222222222,COS,22.0,2018-06-22,Rain Light
36.29464285714286,COS,22.0,2018-06-23,Clear
0.367647058823529,COS,23.0,2018-06-24,Rain Light
36.19444444444444,COS,23.0,2018-06-25,Clear
46.26587301587301,COS,25.0,2018-06-26,Clear
16.607142857142858,COS,25.0,2018-06-27,Clear
75.83333333333333,COS,24.0,2018-06-28,Clear
17.18888888888889,COS,23.0,2018-06-29,Clear
63.145833333333336,COS,23.0,2018-06-30,Clear
29.053921568627445,COS,23.0,2018-07-01,Clear
16.112745098039216,COS,23.0,2018-07-02,Clear
21.732142857142858,COS,23.0,2018-07-03,Clear
72.07142857142857,COS,21.0,2018-07-04,Rain Light
20.070588235294117,COS,22.0,2018-07-05,Rain Light
20.264705882352942,COS,22.0,2018-07-06,Rain Moderate
6.821428571428571,COS,22.0,2018-07-07,Clear
6.972222222222221,COS,24.0,2018-07-08,Clear
22.22222222222222,COS,24.0,2018-07-09,Rain Light
7.516806722689076,COS,24.0,2018-07-10,Clear
35.747899159663866,COS,24.0,2018-07-11,Clear
36.583333333333336,COS,24.0,2018-07-12,Rain Light
3.4166666666666674,COS,24.0,2018-07-13,Rain Light
15.270833333333332,COS,23.0,2018-07-14,Clear
14.86111111111111,COS,24.0,2018-07-15,Rain Moderate
4.388888888888889,COS,24.0,2018-07-16,Rain Light
5.054621848739496,COS,24.0,2018-07-17,Rain Light
-1.399159663865546,COS,24.0,2018-07-18,Clear
64.97222222222223,COS,24.0,2018-07-19,Clear
5.833333333333333,COS,23.0,2018-07-20,Rain Light
45.225,COS,23.0,2018-07-21,Rain Light
12.86111111111111,COS,24.0,2018-07-22,Rain Light
29.355555555555554,COS,23.0,2018-07-23,Rain Light
55.76339285714286,COS,23.0,2018-07-24,Rain Light
30.857142857142858,COS,24.0,2018-07-25,Rain Light
8.86111111111111,COS,24.0,2018-07-26,Rain Light
11.055555555555554,COS,24.0,2018-07-27,Rain Light
26.57619047619048,COS,22.0,2018-07-28,Rain Light
21.02777777777778,COS,23.0,2018-07-29,Rain Light
49.63888888888888,COS,24.0,2018-07-30,Rain Light
28.046218487394956,COS,24.0,2018-07-31,Clear
21.210084033613448,COS,24.0,2018-08-01,Rain Light
56.22222222222223,COS,24.0,2018-08-02,Clear
47.80555555555556,COS,24.0,2018-08-03,Rain Light
16.279166666666665,COS,23.0,2018-08-04,Rain Light
13.544117647058822,COS,23.0,2018-08-05,Rain Light
67.22222222222223,COS,24.0,2018-08-06,Rain Light
11.617647058823529,COS,24.0,2018-08-07,Rain Light
26.61344537815126,COS,24.0,2018-08-08,Rain Light
95.76111111111112,COS,23.0,2018-08-09,Clear
31.611111111111107,COS,24.0,2018-08-10,Clear
34.36666666666667,COS,23.0,2018-08-11,Clear
56.61111111111112,COS,21.0,2018-08-12,Clear
8.666666666666666,COS,23.0,2018-08-13,Clear
42.472222222222214,COS,23.0,2018-08-14,Rain Light
31.72222222222222,COS,24.0,2018-08-15,Rain Light
9.430555555555555,COS,22.0,2018-08-16,Clear
68.45,COS,23.0,2018-08-17,Rain Moderate
71.83333333333334,COS,21.0,2018-08-18,Rain Light
-4.117647058823529,COS,21.0,2018-08-19,Rain Light
65.40277777777779,COS,22.0,2018-08-20,Fog Moderate
22.708333333333336,COS,19.0,2018-08-21,Fog Moderate
21.566666666666663,COS,20.0,2018-08-22,Rain Light
12.95,COS,19.0,2018-08-23,Clear
-0.12142857142857144,COS,19.0,2018-08-24,Clear
5.357142857142857,COS,21.0,2018-08-25,Clear
-0.6916666666666669,COS,19.0,2018-08-26,Rain Light
9.399999999999999,COS,20.0,2018-08-27,Clear
47.53333333333333,COS,20.0,2018-08-28,Clear
37.35,COS,21.0,2018-08-29,Clear
-7.041666666666666,COS,19.0,2018-08-30,Clear
25.866666666666667,COS,18.0,2018-08-31,Clear
41.89010989010989,COS,20.0,2018-09-01,Rain Light
-1.9285714285714286,COS,18.0,2018-09-02,Rain Light
27.4,COS,19.0,2018-09-03,Clear
10.200000000000001,COS,20.0,2018-09-04,Clear
14.033333333333335,COS,20.0,2018-09-05,Rain Light
8.241666666666667,COS,19.0,2018-09-06,Rain Moderate
-3.2333333333333334,COS,20.0,2018-09-07,Rain Light
11.378205128205126,COS,19.0,2018-09-08,Clear
4.946428571428571,COS,18.0,2018-09-09,Clear
0.5,COS,20.0,2018-09-10,Clear
3.6999999999999997,COS,20.0,2018-09-11,Clear
-6.133333333333333,COS,20.0,2018-09-12,Clear
-4.358333333333334,COS,19.0,2018-09-13,Clear
-6.366666666666667,COS,20.0,2018-09-14,Clear
6.851648351648352,COS,20.0,2018-09-15,Clear
20.214285714285715,COS,18.0,2018-09-16,Clear
115.33333333333334,COS,20.0,2018-09-17,Clear
18.2,COS,20.0,2018-09-18,Clear
15.466666666666667,COS,20.0,2018-09-19,Clear
15.558333333333334,COS,19.0,2018-09-20,Rain Light
34.63333333333333,COS,20.0,2018-09-21,Rain Light
32.48901098901099,COS,20.0,2018-09-22,Clear
-2.535714285714286,COS,18.0,2018-09-23,Clear
3.8999999999999995,COS,20.0,2018-09-24,Rain Light
15.066666666666665,COS,20.0,2018-09-25,Rain Light
19.933333333333334,COS,20.0,2018-09-26,Clear
27.366666666666667,COS,19.0,2018-09-27,Clear
10.833333333333334,COS,20.0,2018-09-28,Clear
50.26923076923077,COS,20.0,2018-09-29,Fog Severe
52.25,COS,18.0,2018-09-30,Clear
3.5166666666666675,COS,17.0,2018-10-01,Clear
2.033333333333333,COS,18.0,2018-10-02,Clear
-3.7333333333333334,COS,17.0,2018-10-03,Clear
-2.7222222222222223,COS,20.0,2018-10-04,Rain Light
-2.5833333333333335,COS,20.0,2018-10-05,Storm Severe
13.142857142857142,COS,18.0,2018-10-06,Clear
6.111111111111109,COS,20.0,2018-10-07,Rain Light
21.805555555555557,COS,20.0,2018-10-08,Rain Light
-3.3055555555555562,COS,21.0,2018-10-09,Rain Light
34.08333333333333,COS,21.0,2018-10-10,Snow Light
2.2777777777777777,COS,20.0,2018-10-11,Snow Light
-0.2777777777777779,COS,20.0,2018-10-12,Fog Severe
2.232142857142857,COS,18.0,2018-10-13,Clear
33.44444444444445,COS,20.0,2018-10-14,Snow Light
34.63888888888889,COS,20.0,2018-10-15,Clear
16.222222222222225,COS,21.0,2018-10-16,Clear
-3.9166666666666665,COS,21.0,2018-10-17,Clear
1.7777777777777777,COS,20.0,2018-10-18,Fog Severe
66.72222222222223,COS,20.0,2018-10-19,Clear
26.678571428571427,COS,18.0,2018-10-20,Clear
-1.0555555555555556,COS,20.0,2018-10-21,Clear
7.138888888888891,COS,20.0,2018-10-22,Clear
-4.083333333333334,COS,21.0,2018-10-23,Clear
